,Unnamed: 0,ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,ConvertedCompYearly
31,610,611,I am a developer by profession,"Student, full-time",Netherlands,,,"Associate degree (A.A., A.S., etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School",10,,,,,,,C;C#;C++;Go;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;SQL;TypeScript,HTML/CSS;JavaScript;Node.js;PHP;PowerShell;SQL;TypeScript,MariaDB;Microsoft SQL Server;MongoDB;MySQL;SQLite,Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,Heroku;Microsoft Azure,Heroku;Microsoft Azure,Angular;Angular.js;Express;jQuery;Laravel;React.js;Vue.js,Angular;Angular.js;Express;React.js;Vue.js,NumPy;Pandas,,Docker;Git,Docker;Flow;Git;Unreal Engine;Yarn,Eclipse;IntelliJ;IPython/Jupyter;PHPStorm;Sublime Text;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Panic,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder)",
32,612,613,I am a developer by profession,Employed full-time,Netherlands,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",05 - 10 years,Friend or family member,28,23,"Developer, desktop or enterprise applications;Developer, full-stack;Designer",100 to 499 employees,EUR European Euro,,,Assembly;Bash/Shell;C;C#;C++;Delphi;Erlang;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Perl;PowerShell;Python;R;SQL;TypeScript;VBA,C#;Go;HTML/CSS;Kotlin;Node.js;PowerShell;Python;R;Rust;SQL;TypeScript,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Cassandra;Couchbase;DynamoDB;Elasticsearch;MariaDB;Microsoft SQL Server;PostgreSQL,,,Angular;Angular.js;ASP.NET;ASP.NET Core ,Angular;ASP.NET Core ;React.js;Vue.js,.NET Framework;.NET Core / .NET 5;Qt,.NET Core / .NET 5;React Native;TensorFlow,Docker;Git;Kubernetes;Yarn,Docker;Git;Kubernetes;Unreal Engine;Yarn,Notepad++;RStudio;Visual Studio;Visual Studio Code,Notepad++;RStudio;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Meditate,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",Yes,25-34 years old,"Non-binary, genderqueer, or gender non-conforming",Prefer not to say,,White or of European descent,None of the above,None of the above,
33,613,614,I am a developer by profession,Employed full-time,United States of America,Texas,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55 - 64 years,School;Online Forum;Online Courses or Certification,,,"Developer, mobile;Developer, desktop or enterprise applications;Developer, full-stack",I don’t know,USD	United States dollar,140000.0,Yearly,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery,ASP.NET;ASP.NET Core ,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Git;Xamarin,Git;Xamarin,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,A few times per month or weekly,"Yes, definitely",Yes,55-64 years old,"Man;Or, in your own words:",No,Prefer to self-describe:,Prefer not to say,Prefer not to say,None of the above,140000.0
34,616,617,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Spain,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35 - 44 years,School;Online Courses or Certification,13,9,"Developer, full-stack;Developer, back-end;Academic researcher;DevOps specialist;System administrator",100 to 499 employees,EUR European Euro,,,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Python,Bash/Shell;C++;Go;Python;Rust,MySQL;PostgreSQL,MongoDB;PostgreSQL,,,Spring,Flask,,,Ansible;Docker;Git;Kubernetes;Terraform,Ansible;Docker;Git;Kubernetes;Terraform,IntelliJ;PyCharm;Vim;Visual Studio Code,IntelliJ;Vim;Visual Studio Code,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, somewhat",No,35-44 years old,"Or, in your own words:",No,Prefer to self-describe:,"Or, in your own words:","Or, in your own words:","Or, in your own words:",
35,671,672,I am a developer by profession,Employed full-time,"Iran, Islamic Republic of...",,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Colleague",2,1,"Developer, front-end",20 to 99 employees,IRR	Iranian rial,45000000.0,Monthly,HTML/CSS;JavaScript;Node.js;TypeScript,HTML/CSS;JavaScript;Node.js;TypeScript,,,,,Angular;Express,Angular;Express,,,Git;Yarn,Git;Yarn,Visual Studio Code,Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos;Panic,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Daily or almost daily,"Yes, definitely",Yes,25-34 years old,Woman,No,Bisexual,Middle Eastern,None of the above,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",12828.0
36,702,703,I am a developer by profession,Employed full-time,Canada,,,Some college/university study without earning a degree,11 - 17 years,School;Friend or family member,35,25,"Developer, back-end;Database administrator;Data or business analyst",20 to 99 employees,CAD	Canadian dollar,90000.0,Yearly,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,C#;PowerShell;Python;R;SQL,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET Core ,ASP.NET;ASP.NET Core ,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Git,Git,Notepad++;Visual Studio,Notepad++;Visual Studio,Windows,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,Daily or almost daily,"Yes, definitely",No,45-54 years old,"Woman;Non-binary, genderqueer, or gender non-conforming",Yes,Bisexual;Gay or Lesbian,White or of European descent,None of the above,None of the above,68068.0
37,728,729,I am a developer by profession,Employed full-time,United States of America,Arizona,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School",12,7,"Engineer, data;Scientist;Designer",I don’t know,USD	United States dollar,125000.0,Yearly,Bash/Shell;C;C++;Matlab;Python,Bash/Shell;C;C++;Matlab;Python,,,Microsoft Azure,,,,,,,,,,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Daily or almost daily,"No, not really",No,25-34 years old,"Or, in your own words:","Or, in your own words:",Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,125000.0
40,804,805,I am a developer by profession,Employed full-time,Italy,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25 - 34 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification",13,3,"Engineer, data;Data scientist or machine learning specialist;Data or business analyst",100 to 499 employees,EUR European Euro,30000.0,Yearly,C#;HTML/CSS;Java;Matlab;Python;Scala;SQL,Python;Scala;SQL,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,Microsoft SQL Server;MongoDB;PostgreSQL,AWS;Microsoft Azure,AWS;Microsoft Azure,Django;Flask,Django;Flask,Apache Spark;Hadoop;Keras;NumPy;Pandas;Qt;TensorFlow,Apache Spark;Hadoop;Keras;NumPy;Pandas;Qt;TensorFlow;Torch/PyTorch,Docker;Git,Docker;Git,Atom;Eclipse;IPython/Jupyter;PyCharm;Sublime Text;Visual Studio Code,PyCharm;Sublime Text,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Daily or almost daily,"Yes, definitely",Yes,25-34 years old,Woman,No,Gay or Lesbian,White or of European descent,None of the above,None of the above,32429.0
41,830,831,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Czech Republic,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Other (please specify):;Colleague",15,8,"Developer, full-stack;Database administrator;Designer;System administrator",2 to 9 employees,CZK	Czech koruna,50000.0,Monthly,C;C#;C++;HTML/CSS;JavaScript;Node.js;Objective-C;PHP;Python;SQL;TypeScript,HTML/CSS;JavaScript;Node.js;PHP;Rust;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL,MariaDB;MongoDB;MySQL;PostgreSQL,Heroku;Microsoft Azure,AWS,Drupal;jQuery;React.js;Svelte;Symfony,React.js;Svelte,,,Deno;Docker;Git;Unity 3D;Unreal Engine,Deno;Git;Unity 3D,IntelliJ;NetBeans;PHPStorm;Sublime Text;Visual Studio Code;Webstorm,IntelliJ;PHPStorm,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, somewhat",No,25-34 years old,"Or, in your own words:",No,Straight / Heterosexual,White or of European descent,None of the above,I have autism / an autism spectrum disorder (e.g. Asperger's),25980.0
42,904,905,I am a developer by profession,"Student, full-time",France,,,"Associate degree (A.A., A.S., etc.)",05 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",12,,,,,,,Assembly;Bash/Shell;C;C++;Go;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;Ruby;Rust;SQL;TypeScript,Assembly;Bash/Shell;C;Clojure;Go;HTML/CSS;JavaScript;Kotlin;Node.js;Python;Ruby;Rust;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,MongoDB;PostgreSQL;SQLite,AWS;Google Cloud Platform;Heroku,,Express;React.js;Svelte,Express;FastAPI;Svelte,NumPy;Qt,NumPy;Pandas,Ansible;Docker;Flow;Git,Docker;Flow;Git;Kubernetes;Yarn,Eclipse;PyCharm;Vim;Visual Studio Code,PyCharm;Visual Studio Code;Webstorm,Linux-based,Call a coworker or friend;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",No,18-24 years old,"Non-binary, genderqueer, or gender non-conforming",No,Gay or Lesbian,White or of European descent,None of the above,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",
43,960,961,None of these,"Student, full-time",Germany,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Online Forum;Other (please specify):,9,,,,,,,HTML/CSS;Java;Node.js;Python;TypeScript,C#;Rust,MongoDB,,,,Express;jQuery,,,,Git,Git,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,Linux-based,Call a coworker or friend;Go for a walk or other physical activity;Do other work and come back later,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,Less than once per month or monthly,"No, not really",Yes,25-34 years old,"Man;Non-binary, genderqueer, or gender non-conforming",No,Straight / Heterosexual,White or of European descent,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder)",
44,964,965,I am a student who is learning to code,Employed part-time,Sweden,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School;Online Courses or Certification,6,,Student,,,,,Haskell;JavaScript;Kotlin;Node.js;PHP;Python;SQL,Haskell;Java;JavaScript;Julia;Kotlin;Node.js;Python;R;Scala;SQL,MongoDB;MySQL;SQLite,Firebase;MongoDB;MySQL;PostgreSQL;SQLite,Microsoft Azure,Microsoft Azure,Flask,Flask,Apache Spark;Hadoop;Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,Apache Spark;Hadoop;Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,,,Android Studio;IntelliJ;IPython/Jupyter;Notepad++;PyCharm;Visual Studio Code,Android Studio;IntelliJ;IPython/Jupyter;Notepad++;PyCharm;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Do other work and come back later;Meditate;Panic;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,
45,981,982,I am a developer by profession,Employed full-time,United States of America,Kentucky,,Some college/university study without earning a degree,05 - 10 years,School;Online Forum,30,20,"Developer, back-end;Database administrator;DevOps specialist;Designer;System administrator","10,000 or more employees",USD	United States dollar,215000.0,Yearly,Bash/Shell;C;C++;Clojure;Java;JavaScript;PowerShell;Python;Ruby,,DynamoDB;Elasticsearch,,AWS,,Flask;jQuery;React.js,,,,Git,,IntelliJ;Vim,,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, definitely",No,35-44 years old,Woman,Yes,Bisexual;Queer,White or of European descent,None of the above,None of the above,215000.0
46,986,987,I am a student who is learning to code,"Student, full-time",United Kingdom of Great Britain and Northern Ireland,,England,Some college/university study without earning a degree,11 - 17 years,School,,,,,,,,C++;HTML/CSS;Java;JavaScript;Matlab;Python,C;C++;Haskell;HTML/CSS;Java;JavaScript;Matlab;Node.js;Python,,,,,Django;jQuery,jQuery;React.js,TensorFlow;Torch/PyTorch,Flutter;Pandas;TensorFlow;Torch/PyTorch,Git,Git;Unity 3D,Atom;IntelliJ;IPython/Jupyter;Notepad++;Visual Studio;Visual Studio Code,Atom;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Daily or almost daily,"Yes, somewhat",No,18-24 years old,Woman,No,Queer,South Asian,None of the above,None of the above,
47,1011,1012,I am a developer by profession,Employed part-time,United Kingdom of Great Britain and Northern Ireland,,Scotland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",05 - 10 years,Friend or family member,32,15,"Developer, full-stack","1,000 to 4,999 employees",GBP	Pound sterling,51000.0,Yearly,Bash/Shell;Go;Java;Node.js;Python,Bash/Shell;Go;Haskell;Node.js;Python,Elasticsearch;PostgreSQL;Redis,DynamoDB;Elasticsearch;PostgreSQL;Redis,AWS,AWS,Express;React.js,Express;React.js,,,Ansible;Docker;Git;Kubernetes,Docker;Git;Kubernetes;Terraform,IntelliJ;IPython/Jupyter;PyCharm;Vim;Visual Studio Code,IPython/Jupyter;Neovim;PyCharm;Vim;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"No, not really",No,35-44 years old,Woman,Yes,Gay or Lesbian;Queer,White or of European descent,None of the above,I have a concentration and/or memory disorder (e.g. ADHD),65922.0
48,1015,1016,I am a developer by profession,"Independent contractor, freelancer, or self-employed",The former Yugoslav Republic of Macedonia,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",6,2,"Developer, full-stack",2 to 9 employees,MKD	Macedonian denar,55000.0,Monthly,HTML/CSS;JavaScript;Ruby,HTML/CSS;JavaScript;Node.js;Ruby;TypeScript,Firebase;MySQL;PostgreSQL;Redis,Firebase;PostgreSQL;Redis,AWS;Heroku,Heroku,Angular;Ruby on Rails;Vue.js,Ruby on Rails;Vue.js,,,Docker;Git;Yarn,Docker;Git;Yarn,RubyMine;Webstorm;Xcode,RubyMine;Webstorm;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",No,18-24 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,11580.0
49,1067,1068,I am a developer by profession,Employed full-time,Ukraine,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member;Online Courses or Certification;Colleague",2,2,"Developer, mobile",20 to 99 employees,UAH	Ukrainian hryvnia,20000.0,Monthly,Kotlin;Swift,C;C#;Kotlin;Swift,Firebase,Firebase;MongoDB,Microsoft Azure,AWS;Microsoft Azure,,,,,Git,Git,Android Studio;Atom;Visual Studio Code;Xcode,Android Studio;Atom;Visual Studio Code;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Daily or almost daily,"Yes, somewhat",Yes,18-24 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,9792.0
50,1095,1096,I am a student who is learning to code,"Student, full-time",Tunisia,,,,35 - 44 years,,,,,,,,,Java,Java,,,,,,,,,,,,,,,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,Neutral,Yes,18-24 years old,Woman,Yes,,,,,
51,1145,1146,I am a developer by profession,Employed full-time,Greece,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Coding Bootcamp,2,Less than 1 year,"Developer, back-end",20 to 99 employees,EUR European Euro,650.0,Monthly,C#;HTML/CSS;JavaScript;PowerShell,Bash/Shell;C#;JavaScript;PowerShell,Microsoft SQL Server,Microsoft SQL Server;MongoDB,Microsoft Azure,AWS;Google Cloud Platform;Microsoft Azure,ASP.NET;ASP.NET Core ;jQuery,ASP.NET;ASP.NET Core ;jQuery,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Git;Unity 3D,Docker;Git,Visual Studio;Visual Studio Code,Visual Studio,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Panic,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,25-34 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,Prefer not to say,8436.0
